"respondent_id","interview_date","district","upazila","respondent_type","age","sex","ethnicity","education_level","household_size","monthly_income_bdt","land_ownership","climate_shocks_experienced","crop_loss_last3yrs","livelihood_disrupted","years_in_programme","attended_climate_training","adaptation_practices_score_baseline","adaptation_practices_score_endline","resilience_index_baseline","resilience_index_endline","access_early_warning_baseline","access_early_warning_endline","women_decision_making_baseline","women_decision_making_endline","livelihood_sources_baseline","livelihood_sources_endline","wcrc_functionality","satisfaction_score","savings_monthly_bdt","food_security","climate_knowledge_score"
"COR-0500",2024-10-24,"Bandarban","Thanchi","Women's Climate Resilience Committee (WCRC)",41,"Female","Tripura","Primary (Class 1-5)",4,4197,"No","Drought","Yes","Yes",4,"Yes",0,2,70,82,"No","No","Rarely","Rarely",4,3,2,2,954,"Moderately Food Insecure",13
"COR-0501",2024-11-01,"Bandarban","Alikadam","Youth Group",19,"Female","Bengali","Primary (Class 1-5)",5,17047,"No","Flash Flood","Yes","Yes",4,"Yes",2,3,32,49,"No","Yes","Often","Sometimes",3,2,NA,5,0,"Severely Food Insecure",7
"COR-0502",2024-11-17,"Khagrachari","Panchhari","Women's Climate Resilience Committee (WCRC)",38,"Female","Pangkhua","SSC/Equivalent",4,14636,"Yes","Multiple","Yes","Yes",1,"Yes",5,6,38,41,"Yes","No","Always","Sometimes",1,4,3,3,0,"Mildly Food Insecure",16
"COR-0503",2024-10-13,"Khagrachari","Lakshmichhari","Women's Climate Resilience Committee (WCRC)",41,"Female","Chakma","Primary (Class 1-5)",5,14235,"No","Landslide","Yes","Yes",3,"Yes",1,3,45,51,"No","Yes","Rarely","Sometimes",3,1,4,2,2933,"Moderately Food Insecure",17
"COR-0504",2024-10-14,"Rangamati","Rajasthali","Village Women Group (VWG)",30,"Female","Tanchangya","Secondary (Class 6-10)",6,12342,"Yes","Drought","Yes","No",2,"No",4,5,44,54,"No","Yes","Never","Often",2,5,NA,4,2350,"Moderately Food Insecure",9
"COR-0505",2024-10-14,"Bandarban","Thanchi","Women's Climate Resilience Committee (WCRC)",33,"Female","Chakma","Primary (Class 1-5)",7,7016,"Yes","Flash Flood","No","No",1,"Yes",4,4,41,45,"No","Yes","Rarely","Sometimes",1,3,5,3,977,"Mildly Food Insecure",10
"COR-0506",2024-10-08,"Rangamati","Barkal","Community Stakeholder",39,"Male","Tripura","Primary (Class 1-5)",5,11985,"No","Landslide","No","No",1,"Yes",2,3,21,24,"Yes","No","Sometimes","Sometimes",1,6,NA,4,1079,"Mildly Food Insecure",10
"COR-0507",2024-09-16,"Khagrachari","Panchhari","Women's Climate Resilience Committee (WCRC)",24,"Female","Chakma","Secondary (Class 6-10)",4,11865,"No","Multiple","Yes","Yes",3,"No",2,4,31,47,"No","Yes","Sometimes","Sometimes",1,3,3,5,0,"Food Secure",15
"COR-0508",2024-09-29,"Khagrachari","Lakshmichhari","Women's Climate Resilience Committee (WCRC)",33,"Female","Marma","Secondary (Class 6-10)",5,7634,"No","Multiple","Yes","Yes",2,"Yes",4,6,31,38,"No","No","Sometimes","Never",3,3,4,2,0,"Moderately Food Insecure",18
"COR-0509",2024-11-18,"Khagrachari","Dighinala","Local Government Representative",61,"Female","Bengali","Primary (Class 1-5)",7,16054,"Yes","Landslide","No","No",2,"Yes",3,3,23,29,"No","No","Sometimes","Always",2,4,NA,2,2262,"Severely Food Insecure",17
"COR-0510",2024-10-19,"Bandarban","Bandarban Sadar","Village Women Group (VWG)",40,"Female","Khumi","Secondary (Class 6-10)",4,6653,"Yes","Landslide","Yes","Yes",3,"Yes",3,5,24,31,"No","No","Rarely","Always",1,5,NA,5,0,"Food Secure",11
"COR-0511",2024-11-02,"Rangamati","Rajasthali","Women's Climate Resilience Committee (WCRC)",33,"Female","Tripura","Primary (Class 1-5)",4,10908,"Yes","None","Yes","Yes",2,"Yes",5,7,43,50,"No","No","Never","Never",1,3,3,2,1354,"Severely Food Insecure",12
"COR-0512",2024-10-30,"Rangamati","Barkal","Women's Climate Resilience Committee (WCRC)",50,"Female","Chakma","No formal education",4,11981,"Yes","Landslide","Yes","Yes",4,"Yes",2,4,21,35,"No","No","Never","Sometimes",2,5,2,2,2042,"Mildly Food Insecure",11
"COR-0513",2024-10-04,"Khagrachari","Khagrachari Sadar","Youth Group",20,"Female","Tripura","No formal education",5,10516,"Yes","Erratic Rainfall","Yes","Yes",2,"Yes",6,7,48,58,"No","Yes","Rarely","Always",1,3,NA,4,1810,"Mildly Food Insecure",7
"COR-0514",2024-11-01,"Bandarban","Bandarban Sadar","Village Women Group (VWG)",39,"Female","Marma","Secondary (Class 6-10)",5,9427,"Yes","Erratic Rainfall","Yes","Yes",2,"Yes",4,5,39,46,"No","Yes","Rarely","Often",5,1,NA,3,2063,"Food Secure",14
"COR-0515",2024-09-10,"Khagrachari","Mahalchhari","Village Women Group (VWG)",50,"Female","Tripura","No formal education",6,10334,"No","Multiple","No","Yes",3,"Yes",0,2,32,46,"No","Yes","Rarely","Often",2,3,NA,4,2388,"Food Secure",13
"COR-0516",2024-10-23,"Rangamati","Naniarchar","Youth Group",21,"Female","Pangkhua","No formal education",4,10649,"Yes","Multiple","Yes","Yes",1,"Yes",1,1,50,57,"Yes","No","Always","Never",2,2,NA,1,0,"Food Secure",18
"COR-0517",2024-09-19,"Bandarban","Alikadam","Youth Group",18,"Female","Chakma","SSC/Equivalent",5,12360,"Yes","Flash Flood","No","No",2,"Yes",3,5,45,51,"Yes","Yes","Sometimes","Often",3,4,NA,4,0,"Mildly Food Insecure",15
"COR-0518",2024-11-17,"Khagrachari","Mahalchhari","Village Women Group (VWG)",40,"Female","Tanchangya","Primary (Class 1-5)",6,15828,"Yes","Drought","Yes","No",2,"Yes",0,0,33,40,"No","Yes","Rarely","Rarely",2,3,NA,3,2243,"Food Secure",20
"COR-0519",2024-11-22,"Rangamati","Barkal","Community Stakeholder",30,"Male","Chakma","SSC/Equivalent",6,9083,"No","Flash Flood","No","Yes",3,"Yes",2,5,47,59,"Yes","Yes","Rarely","Always",3,3,NA,3,1615,"Mildly Food Insecure",15
"COR-0520",2024-11-23,"Bandarban","Thanchi","Village Women Group (VWG)",32,"Female","Bengali","No formal education",8,8206,"Yes","Erratic Rainfall","Yes","Yes",2,"No",5,7,73,79,"No","No","Rarely","Always",2,5,NA,1,1686,"Moderately Food Insecure",16
"COR-0521",2024-09-27,"Khagrachari","Lakshmichhari","Women's Climate Resilience Committee (WCRC)",44,"Female","Marma","HSC/Equivalent",4,11808,"No","Landslide","Yes","No",3,"Yes",3,5,26,26,"No","No","Often","Never",1,3,3,4,1710,"Food Secure",9
"COR-0522",2024-10-10,"Bandarban","Rowangchhari","Village Women Group (VWG)",53,"Female","Chakma","HSC/Equivalent",2,11043,"No","None","No","No",4,"Yes",3,8,20,40,"No","No","Always","Sometimes",1,3,NA,5,2142,"Food Secure",11
"COR-0523",2024-10-11,"Rangamati","Barkal","Women's Climate Resilience Committee (WCRC)",39,"Female","Marma","Primary (Class 1-5)",5,16015,"Yes","Flash Flood","No","No",2,"Yes",1,3,33,36,"No","No","Rarely","Never",4,3,3,1,0,"Mildly Food Insecure",14
"COR-0524",2024-10-12,"Bandarban","Bandarban Sadar","Local Government Representative",48,"Female","Tripura","HSC/Equivalent",4,16516,"No","None","No","No",2,"Yes",3,3,48,54,"No","No","Sometimes","Often",2,3,NA,5,1697,"Mildly Food Insecure",15
"COR-0525",2024-10-12,"Bandarban","Alikadam","Village Women Group (VWG)",30,"Female","Marma","Secondary (Class 6-10)",5,11872,"Yes","Multiple","Yes","No",4,"Yes",3,6,42,59,"Yes","Yes","Sometimes","Sometimes",3,6,NA,4,2375,"Food Secure",13
"COR-0526",2024-11-14,"Bandarban","Alikadam","Community Stakeholder",37,"Female","Bengali","Primary (Class 1-5)",3,11363,"Yes","Landslide","Yes","Yes",1,"Yes",4,5,39,41,"No","Yes","Rarely","Rarely",2,3,NA,4,0,"Food Secure",15
"COR-0527",2024-09-05,"Rangamati","Baghaichhari","Village Women Group (VWG)",32,"Female","Tripura","SSC/Equivalent",5,7793,"Yes","Erratic Rainfall","Yes","Yes",2,"No",3,5,40,44,"Yes","No","Never","Sometimes",1,5,NA,5,1663,"Mildly Food Insecure",6
"COR-0528",2024-10-19,"Khagrachari","Mahalchhari","Local Government Representative",46,"Female","Chakma","SSC/Equivalent",4,10205,"Yes","None","Yes","Yes",3,"Yes",2,4,24,31,"No","Yes","Sometimes","Always",1,4,NA,5,1669,"Food Secure",13
"COR-0529",2024-11-12,"Rangamati","Barkal","Village Women Group (VWG)",32,"Female","Pangkhua","Primary (Class 1-5)",2,12456,"Yes","Drought","No","Yes",3,"Yes",4,7,44,49,"No","Yes","Never","Sometimes",3,3,NA,3,2161,"Mildly Food Insecure",14
"COR-0530",2024-09-11,"Rangamati","Barkal","Women's Climate Resilience Committee (WCRC)",38,"Female","Bengali","Primary (Class 1-5)",3,7309,"Yes","Landslide","Yes","No",2,"Yes",2,4,34,43,"Yes","Yes","Often","Often",2,4,4,4,786,"Mildly Food Insecure",16
"COR-0531",2024-10-17,"Bandarban","Bandarban Sadar","Youth Group",22,"Male","Tripura","Graduate and above",3,8112,"No","Multiple","Yes","No",3,"Yes",4,6,41,53,"No","Yes","Rarely","Always",2,4,NA,5,0,"Mildly Food Insecure",15
"COR-0532",2024-11-12,"Bandarban","Bandarban Sadar","Village Women Group (VWG)",45,"Female","Marma","No formal education",5,9190,"No","Flash Flood","Yes","No",4,"No",5,6,35,44,"No","Yes","Always","Always",2,5,NA,4,0,"Severely Food Insecure",12
"COR-0533",2024-11-29,"Rangamati","Barkal","Village Women Group (VWG)",38,"Female","Marma","No formal education",4,12407,"Yes","None","No","Yes",2,"Yes",3,5,30,37,"Yes","Yes","Rarely","Sometimes",3,2,NA,4,0,"Moderately Food Insecure",16
"COR-0534",2024-09-30,"Khagrachari","Lakshmichhari","Local Government Representative",32,"Female","Marma","Primary (Class 1-5)",3,4430,"Yes","Multiple","No","Yes",3,"Yes",2,4,50,60,"Yes","No","Never","Always",2,3,NA,2,0,"Food Secure",19
"COR-0535",2024-09-04,"Bandarban","Ruma","Women's Climate Resilience Committee (WCRC)",21,"Female","Tripura","No formal education",4,9689,"No","Drought","Yes","Yes",3,"Yes",1,3,48,60,"Yes","Yes","Rarely","Often",1,1,5,4,0,"Severely Food Insecure",15
"COR-0536",2024-10-13,"Rangamati","Rajasthali","Women's Climate Resilience Committee (WCRC)",32,"Female","Tripura","Primary (Class 1-5)",4,10099,"No","Flash Flood","Yes","No",2,"Yes",0,0,52,55,"No","Yes","Never","Sometimes",3,3,5,4,0,"Mildly Food Insecure",19
"COR-0537",2024-09-13,"Bandarban","Thanchi","Women's Climate Resilience Committee (WCRC)",44,"Female","Bawm","Primary (Class 1-5)",4,6990,"No","Landslide","No","No",3,"Yes",3,6,32,50,"No","Yes","Rarely","Sometimes",1,1,4,4,0,"Food Secure",13
"COR-0538",2024-10-11,"Rangamati","Naniarchar","Youth Group",18,"Female","Chakma","Secondary (Class 6-10)",6,13377,"No","Flash Flood","No","No",3,"No",6,8,34,58,"No","Yes","Always","Rarely",1,2,NA,3,2960,"Mildly Food Insecure",8
"COR-0539",2024-09-29,"Bandarban","Ruma","Local Government Representative",37,"Female","Chakma","Primary (Class 1-5)",4,13704,"No","Landslide","Yes","Yes",1,"Yes",4,4,36,38,"No","Yes","Sometimes","Often",4,3,NA,3,1610,"Moderately Food Insecure",9
"COR-0540",2024-11-07,"Khagrachari","Panchhari","Village Women Group (VWG)",37,"Female","Marma","No formal education",5,15202,"Yes","Erratic Rainfall","No","No",3,"Yes",2,4,10,26,"No","Yes","Sometimes","Rarely",4,1,NA,2,2132,"Mildly Food Insecure",16
"COR-0541",2024-10-20,"Bandarban","Alikadam","Village Women Group (VWG)",36,"Female","Chakma","No formal education",6,14925,"Yes","Drought","Yes","Yes",1,"Yes",3,3,54,57,"No","No","Never","Never",3,4,NA,4,1726,"Mildly Food Insecure",11
"COR-0542",2024-09-28,"Khagrachari","Mahalchhari","Village Women Group (VWG)",30,"Female","Marma","SSC/Equivalent",6,16566,"No","Multiple","No","Yes",4,"Yes",1,6,35,53,"No","Yes","Often","Always",1,3,NA,3,1676,"Mildly Food Insecure",12
"COR-0543",2024-11-26,"Khagrachari","Dighinala","Village Women Group (VWG)",26,"Female","Tripura","SSC/Equivalent",2,14421,"No","Landslide","Yes","No",4,"Yes",3,4,25,40,"No","Yes","Never","Sometimes",1,2,NA,4,0,"Mildly Food Insecure",19
"COR-0544",2024-10-12,"Khagrachari","Dighinala","Women's Climate Resilience Committee (WCRC)",33,"Female","Tanchangya","SSC/Equivalent",5,19794,"Yes","Flash Flood","Yes","Yes",2,"Yes",2,3,25,29,"Yes","Yes","Often","Often",2,3,3,3,1148,"Mildly Food Insecure",14
"COR-0545",2024-09-28,"Rangamati","Barkal","Community Stakeholder",36,"Male","Tripura","Secondary (Class 6-10)",5,12227,"Yes","Flash Flood","Yes","No",2,"Yes",3,5,50,55,"No","No","Rarely","Always",1,3,NA,4,0,"Moderately Food Insecure",7
"COR-0546",2024-11-26,"Khagrachari","Panchhari","Community Stakeholder",40,"Female","Bawm","Secondary (Class 6-10)",5,9158,"No","Landslide","Yes","Yes",3,"Yes",4,6,31,42,"No","No","Never","Sometimes",1,2,NA,4,939,"Mildly Food Insecure",16
"COR-0547",2024-10-13,"Rangamati","Barkal","Youth Group",21,"Female","Chakma","Primary (Class 1-5)",5,14538,"No","Landslide","Yes","No",4,"No",5,7,26,43,"No","Yes","Never","Rarely",2,4,NA,4,0,"Mildly Food Insecure",10
"COR-0548",2024-09-07,"Rangamati","Rajasthali","Village Women Group (VWG)",32,"Female","Tripura","SSC/Equivalent",5,6205,"Yes","Drought","No","No",3,"Yes",1,2,34,50,"No","Yes","Never","Always",2,5,NA,4,0,"Food Secure",13
"COR-0549",2024-10-07,"Bandarban","Bandarban Sadar","Community Stakeholder",44,"Male","Pangkhua","Secondary (Class 6-10)",7,8348,"Yes","Multiple","Yes","No",2,"Yes",1,2,49,57,"No","Yes","Always","Often",1,4,NA,4,901,"Food Secure",8
"COR-0550",2024-10-27,"Khagrachari","Dighinala","Community Stakeholder",32,"Male","Bawm","Graduate and above",6,14740,"No","Erratic Rainfall","Yes","No",1,"Yes",5,6,43,47,"No","Yes","Sometimes","Sometimes",2,3,NA,5,1872,"Food Secure",16
"COR-0551",2024-10-15,"Khagrachari","Panchhari","Youth Group",22,"Female","Murung","HSC/Equivalent",8,3058,"Yes","Erratic Rainfall","Yes","Yes",2,"Yes",2,4,46,50,"No","Yes","Sometimes","Rarely",2,2,NA,4,0,"Moderately Food Insecure",13
"COR-0552",2024-09-11,"Khagrachari","Panchhari","Women's Climate Resilience Committee (WCRC)",46,"Female","Murung","SSC/Equivalent",6,7727,"No","Multiple","Yes","No",3,"Yes",1,3,37,48,"Yes","Yes","Rarely","Sometimes",3,3,5,5,0,"Mildly Food Insecure",5
"COR-0553",2024-10-08,"Rangamati","Rajasthali","Women's Climate Resilience Committee (WCRC)",43,"Female","Chakma","SSC/Equivalent",4,13095,"Yes","None","Yes","Yes",1,"Yes",2,3,31,34,"Yes","No","Sometimes","Often",1,2,4,3,0,"Food Secure",19
"COR-0554",2024-10-22,"Bandarban","Bandarban Sadar","Community Stakeholder",39,"Female","Murung","Graduate and above",2,12951,"Yes","Flash Flood","Yes","No",4,"Yes",3,6,55,58,"Yes","Yes","Sometimes","Rarely",2,1,NA,4,1834,"Food Secure",15
"COR-0555",2024-10-12,"Rangamati","Rajasthali","Women's Climate Resilience Committee (WCRC)",37,"Female","Tripura","Primary (Class 1-5)",6,13239,"No","Drought","Yes","No",4,"No",1,2,45,63,"No","Yes","Often","Sometimes",3,6,3,4,1900,"Moderately Food Insecure",9
"COR-0556",2024-09-16,"Khagrachari","Dighinala","Local Government Representative",55,"Male","Marma","Secondary (Class 6-10)",6,16301,"Yes","Landslide","Yes","Yes",3,"Yes",3,5,55,67,"No","Yes","Often","Often",3,2,NA,5,1673,"Food Secure",11
"COR-0557",2024-11-21,"Rangamati","Baghaichhari","Youth Group",24,"Male","Tanchangya","HSC/Equivalent",6,8339,"No","Erratic Rainfall","Yes","Yes",1,"No",4,5,59,62,"No","Yes","Rarely","Never",2,6,NA,5,2300,"Food Secure",9
"COR-0558",2024-09-18,"Bandarban","Rowangchhari","Women's Climate Resilience Committee (WCRC)",39,"Female","Khyang","HSC/Equivalent",5,6534,"No","None","No","Yes",4,"No",2,4,42,58,"No","Yes","Always","Always",2,5,4,3,988,"Food Secure",14
"COR-0559",2024-11-25,"Khagrachari","Mahalchhari","Village Women Group (VWG)",51,"Female","Marma","Secondary (Class 6-10)",5,19280,"No","Multiple","No","No",3,"Yes",3,5,54,73,"Yes","Yes","Never","Never",3,4,NA,5,0,"Food Secure",17
"COR-0560",2024-11-02,"Bandarban","Rowangchhari","Village Women Group (VWG)",42,"Female","Chakma","Primary (Class 1-5)",5,8433,"Yes","Erratic Rainfall","Yes","No",1,"Yes",2,2,61,64,"No","Yes","Never","Always",1,3,NA,2,1485,"Severely Food Insecure",15
"COR-0561",2024-09-26,"Bandarban","Alikadam","Local Government Representative",36,"Female","Bengali","Graduate and above",4,12983,"No","Erratic Rainfall","No","No",2,"Yes",2,4,41,56,"Yes","Yes","Always","Often",1,3,NA,4,0,"Food Secure",15
"COR-0562",2024-09-30,"Khagrachari","Lakshmichhari","Community Stakeholder",35,"Male","Marma","SSC/Equivalent",6,14108,"Yes","Landslide","Yes","Yes",2,"Yes",4,4,40,43,"No","Yes","Never","Always",4,2,NA,4,1197,"Food Secure",14
"COR-0563",2024-11-24,"Khagrachari","Dighinala","Women's Climate Resilience Committee (WCRC)",35,"Female","Tripura","No formal education",5,18224,"Yes","Flash Flood","Yes","No",3,"No",5,7,52,59,"No","Yes","Rarely","Often",4,2,2,5,0,"Mildly Food Insecure",14
"COR-0564",2024-11-01,"Khagrachari","Panchhari","Youth Group",24,"Female","Tripura","Primary (Class 1-5)",4,10638,"No","Multiple","No","No",3,"No",1,2,41,49,"No","Yes","Sometimes","Sometimes",4,2,NA,5,1263,"Mildly Food Insecure",9
"COR-0565",2024-09-19,"Bandarban","Alikadam","Youth Group",23,"Female","Murung","Secondary (Class 6-10)",7,6827,"No","Multiple","Yes","Yes",2,"Yes",3,5,40,47,"No","Yes","Sometimes","Never",2,5,NA,4,0,"Food Secure",12
"COR-0566",2024-11-22,"Rangamati","Barkal","Village Women Group (VWG)",43,"Female","Murung","SSC/Equivalent",7,4972,"Yes","Landslide","No","Yes",3,"No",5,5,48,50,"No","Yes","Sometimes","Often",1,2,NA,5,2588,"Food Secure",10
"COR-0567",2024-11-09,"Khagrachari","Lakshmichhari","Women's Climate Resilience Committee (WCRC)",27,"Female","Tripura","HSC/Equivalent",4,12211,"Yes","Landslide","No","Yes",1,"Yes",0,1,35,42,"No","Yes","Sometimes","Sometimes",2,4,4,2,2455,"Mildly Food Insecure",16
"COR-0568",2024-10-20,"Rangamati","Barkal","Village Women Group (VWG)",26,"Female","Bengali","Primary (Class 1-5)",4,14736,"Yes","Multiple","Yes","No",3,"Yes",1,4,64,68,"No","Yes","Rarely","Always",3,5,NA,3,2427,"Food Secure",17
"COR-0569",2024-10-29,"Bandarban","Rowangchhari","Women's Climate Resilience Committee (WCRC)",40,"Female","Khumi","Secondary (Class 6-10)",5,13776,"No","Landslide","Yes","No",2,"Yes",4,4,45,49,"No","No","Rarely","Sometimes",1,4,5,5,759,"Mildly Food Insecure",11
"COR-0570",2024-11-26,"Bandarban","Ruma","Village Women Group (VWG)",42,"Female","Tanchangya","Secondary (Class 6-10)",3,14223,"No","Landslide","Yes","No",1,"Yes",2,2,24,28,"No","No","Often","Rarely",2,3,NA,3,2339,"Food Secure",14
"COR-0571",2024-10-19,"Rangamati","Kaptai","Local Government Representative",42,"Female","Marma","Primary (Class 1-5)",6,15449,"Yes","Flash Flood","Yes","Yes",4,"No",3,6,41,52,"Yes","No","Rarely","Often",4,1,NA,3,913,"Food Secure",11
"COR-0572",2024-10-14,"Khagrachari","Lakshmichhari","Women's Climate Resilience Committee (WCRC)",44,"Female","Marma","No formal education",5,7310,"Yes","Flash Flood","Yes","Yes",3,"Yes",2,6,42,49,"No","Yes","Never","Sometimes",2,4,2,5,1191,"Moderately Food Insecure",20
"COR-0573",2024-09-03,"Rangamati","Kaptai","Village Women Group (VWG)",26,"Female","Bawm","Graduate and above",5,3461,"Yes","None","Yes","No",1,"Yes",3,4,20,23,"No","No","Rarely","Sometimes",2,4,NA,3,2438,"Food Secure",16
"COR-0574",2024-11-01,"Rangamati","Naniarchar","Village Women Group (VWG)",42,"Female","Bawm","No formal education",3,16109,"No","Erratic Rainfall","No","Yes",2,"No",3,4,50,62,"No","Yes","Never","Never",3,3,NA,4,799,"Mildly Food Insecure",13
"COR-0575",2024-10-15,"Khagrachari","Lakshmichhari","Women's Climate Resilience Committee (WCRC)",39,"Female","Tripura","SSC/Equivalent",4,8051,"Yes","Erratic Rainfall","No","Yes",3,"No",4,5,42,48,"No","Yes","Sometimes","Often",2,3,5,4,2279,"Food Secure",13
"COR-0576",2024-10-12,"Rangamati","Rajasthali","Women's Climate Resilience Committee (WCRC)",43,"Female","Tripura","No formal education",3,18812,"No","Landslide","No","No",2,"No",4,6,32,44,"No","Yes","Often","Rarely",1,1,5,5,2055,"Food Secure",11
"COR-0577",2024-10-14,"Bandarban","Thanchi","Community Stakeholder",44,"Female","Tripura","Graduate and above",3,13016,"Yes","Erratic Rainfall","Yes","Yes",1,"Yes",1,2,53,54,"No","Yes","Rarely","Sometimes",3,5,NA,5,2571,"Moderately Food Insecure",6
"COR-0578",2024-09-28,"Rangamati","Barkal","Community Stakeholder",45,"Female","Chakma","Secondary (Class 6-10)",5,17180,"No","Multiple","Yes","No",3,"Yes",4,7,43,59,"Yes","No","Sometimes","Often",1,2,NA,1,1521,"Mildly Food Insecure",8
"COR-0579",2024-09-12,"Bandarban","Rowangchhari","Youth Group",20,"Female","Chakma","Secondary (Class 6-10)",5,11852,"No","Multiple","Yes","No",2,"Yes",4,5,27,31,"Yes","No","Rarely","Often",1,2,NA,3,0,"Food Secure",13
"COR-0580",2024-11-23,"Bandarban","Thanchi","Village Women Group (VWG)",27,"Female","Murung","No formal education",5,7449,"Yes","Multiple","Yes","No",3,"No",3,4,31,39,"No","Yes","Often","Rarely",2,2,NA,5,2718,"Mildly Food Insecure",12
"COR-0581",2024-11-05,"Rangamati","Barkal","Village Women Group (VWG)",51,"Female","Murung","Secondary (Class 6-10)",4,12689,"No","Landslide","Yes","Yes",1,"Yes",5,5,41,43,"Yes","Yes","Rarely","Always",1,1,NA,4,1556,"Mildly Food Insecure",11
"COR-0582",2024-11-26,"Rangamati","Kaptai","Village Women Group (VWG)",27,"Female","Bengali","Primary (Class 1-5)",6,10894,"Yes","Erratic Rainfall","Yes","Yes",4,"No",1,2,36,51,"No","No","Never","Often",2,3,NA,4,1281,"Mildly Food Insecure",13
"COR-0583",2024-10-12,"Bandarban","Alikadam","Community Stakeholder",48,"Male","Marma","SSC/Equivalent",5,7878,"No","Multiple","No","No",2,"Yes",1,2,39,46,"No","Yes","Never","Often",2,3,NA,3,3183,"Food Secure",9
"COR-0584",2024-09-14,"Khagrachari","Khagrachari Sadar","Women's Climate Resilience Committee (WCRC)",32,"Female","Tanchangya","Primary (Class 1-5)",3,15788,"Yes","Multiple","Yes","Yes",4,"Yes",4,6,34,49,"No","Yes","Rarely","Always",2,2,3,5,0,"Mildly Food Insecure",8
"COR-0585",2024-11-20,"Bandarban","Ruma","Village Women Group (VWG)",30,"Female","Marma","Primary (Class 1-5)",5,6341,"Yes","Flash Flood","Yes","Yes",2,"Yes",4,5,28,36,"No","Yes","Never","Always",2,4,NA,4,1799,"Severely Food Insecure",17
"COR-0586",2024-11-14,"Khagrachari","Lakshmichhari","Women's Climate Resilience Committee (WCRC)",22,"Female","Marma","Primary (Class 1-5)",4,15521,"Yes","Multiple","Yes","No",1,"Yes",7,8,29,31,"No","Yes","Often","Often",1,4,2,3,0,"Food Secure",14
"COR-0587",2024-09-06,"Rangamati","Rajasthali","Women's Climate Resilience Committee (WCRC)",39,"Female","Tripura","Primary (Class 1-5)",4,9922,"Yes","Landslide","Yes","Yes",1,"No",2,3,44,49,"Yes","No","Never","Often",3,2,4,5,3131,"Severely Food Insecure",16
"COR-0588",2024-09-19,"Khagrachari","Lakshmichhari","Youth Group",18,"Male","Bengali","No formal education",4,11801,"No","Landslide","Yes","No",4,"Yes",5,9,25,34,"No","No","Rarely","Often",1,4,NA,4,1796,"Mildly Food Insecure",18
"COR-0589",2024-09-22,"Khagrachari","Lakshmichhari","Village Women Group (VWG)",52,"Female","Chakma","Primary (Class 1-5)",5,9853,"Yes","None","Yes","Yes",2,"Yes",7,8,41,56,"No","Yes","Sometimes","Sometimes",2,1,NA,5,927,"Food Secure",20
"COR-0590",2024-11-25,"Khagrachari","Mahalchhari","Village Women Group (VWG)",36,"Female","Marma","No formal education",6,7974,"Yes","Flash Flood","Yes","No",3,"Yes",1,3,48,55,"Yes","Yes","Always","Sometimes",1,2,NA,4,1197,"Food Secure",18
"COR-0591",2024-11-16,"Bandarban","Ruma","Village Women Group (VWG)",40,"Female","Marma","HSC/Equivalent",7,8830,"No","Landslide","No","No",3,"Yes",1,3,34,43,"No","Yes","Sometimes","Often",2,1,NA,3,2909,"Food Secure",12
"COR-0592",2024-10-01,"Rangamati","Rajasthali","Village Women Group (VWG)",41,"Female","Chakma","Secondary (Class 6-10)",6,14802,"No","Drought","Yes","Yes",2,"Yes",4,5,53,58,"No","Yes","Sometimes","Often",2,4,NA,5,0,"Moderately Food Insecure",12
"COR-0593",2024-10-14,"Bandarban","Rowangchhari","Village Women Group (VWG)",25,"Female","Chakma","Primary (Class 1-5)",6,10760,"No","Erratic Rainfall","Yes","Yes",2,"Yes",3,4,69,76,"No","Yes","Rarely","Often",4,4,NA,2,1833,"Food Secure",11
"COR-0594",2024-09-03,"Bandarban","Ruma","Youth Group",22,"Male","Chakma","Secondary (Class 6-10)",5,13788,"Yes","Multiple","No","Yes",4,"No",4,6,32,47,"No","No","Sometimes","Always",1,5,NA,3,1347,"Food Secure",12
"COR-0595",2024-09-06,"Rangamati","Rajasthali","Village Women Group (VWG)",29,"Female","Tripura","SSC/Equivalent",6,14019,"No","Flash Flood","No","Yes",1,"Yes",4,5,51,58,"Yes","No","Rarely","Always",1,6,NA,3,0,"Food Secure",13
"COR-0596",2024-09-12,"Bandarban","Bandarban Sadar","Women's Climate Resilience Committee (WCRC)",34,"Female","Chakma","Secondary (Class 6-10)",7,8712,"No","Flash Flood","Yes","Yes",3,"Yes",1,3,15,22,"Yes","Yes","Rarely","Sometimes",5,3,3,3,852,"Moderately Food Insecure",15
"COR-0597",2024-09-29,"Rangamati","Kaptai","Women's Climate Resilience Committee (WCRC)",43,"Female","Chakma","Secondary (Class 6-10)",5,11402,"No","Drought","No","Yes",3,"Yes",3,5,27,31,"Yes","Yes","Rarely","Always",2,3,5,4,1189,"Mildly Food Insecure",12
"COR-0598",2024-09-25,"Bandarban","Rowangchhari","Youth Group",19,"Male","Murung","HSC/Equivalent",6,8244,"Yes","Erratic Rainfall","Yes","No",1,"Yes",1,2,29,33,"No","Yes","Rarely","Never",3,3,NA,3,606,"Food Secure",13
"COR-0599",2024-11-24,"Khagrachari","Mahalchhari","Village Women Group (VWG)",34,"Female","Chakma","Secondary (Class 6-10)",3,16137,"Yes","Flash Flood","Yes","No",4,"Yes",5,8,46,71,"Yes","No","Often","Never",1,1,NA,5,0,"Mildly Food Insecure",5
