"respondent_id","interview_date","district","upazila","respondent_type","age","sex","ethnicity","school_type","school_has_safe_water","school_has_separate_toilet","school_has_menstrual_hygiene_facility","school_gender_responsive_policy","years_in_programme","enrollment_rate_baseline_pct","enrollment_rate_endline_pct","girls_attendance_days_baseline","girls_attendance_days_endline","dropout_rate_girls_baseline_pct","dropout_rate_girls_endline_pct","learning_score_baseline","learning_score_endline","agency_score_baseline","agency_score_endline","child_marriage_prevalence_baseline_pct","child_marriage_prevalence_endline_pct","gbv_awareness_baseline","gbv_awareness_endline","mhm_knowledge_baseline","mhm_knowledge_endline","participates_in_school_activities","teacher_trained_gender_responsive","teacher_uses_inclusive_methods","parent_education_support","household_distance_to_school_km","economic_barrier_to_schooling","rhcw_households_served","rhcw_mhm_sessions_conducted","satisfaction_score"
"WGE-0334",2024-10-02,"Bandarban","Ruma","School Student (Girl)",14,"Female","Murung","Government Primary School","No","No","Yes","Partially",3,55.4,69.1,14,17,20,16.9,57,68,1.9,1.6,48.4,41.5,2,3,"Moderate","Excellent","Yes","Yes","No","Supports",5.7,"Yes - minor barrier",38,5,4
"WGE-0335",2024-11-23,"Rangamati","Kaptai","Community Stakeholder",48,"Female","Chakma","Community Learning Centre","Yes","No","Yes","Yes",3,61.8,74.7,19,22,17.9,9.9,61,72,5.5,7.3,51.6,43.6,2,4,"Poor","Excellent","Yes","No","Yes","Strongly supports",1.3,"Yes - minor barrier",70,2,5
"WGE-0336",2024-12-05,"Bandarban","Ruma","Reproductive Health Community Worker (RHCW)",30,"Female","Chakma","Government Secondary School","Yes","Yes","No","Yes",2,73.5,77.9,17,19,16.8,8.1,22,35,1.6,3.6,28.8,17.5,2,3,"Poor","Good","Yes","Yes","No","Supports",3.4,"No barrier",75,10,5
"WGE-0337",2024-09-18,"Rangamati","Kaptai","Household (Parent/Guardian)",39,"Female","Tanchangya","Government Secondary School","Yes","No","Yes","Yes",3,66.9,76.8,20,22,16.7,9,51,51,4.5,7.5,36,25.7,2,4,"Moderate","Good","No","Yes","No","Strongly supports",3.2,"No barrier",14,11,5
"WGE-0338",2024-11-06,"Khagrachari","Ramgarh","Mother Club Member",28,"Female","Chakma","Government Primary School","No","No","Yes","No",3,64,72.8,13,14,21.2,19.6,69,79,0.9,2.1,45.1,31.1,3,5,"Good","Excellent","Yes","Yes","Yes","Supports",0.2,"No barrier",51,12,5
"WGE-0339",2024-11-06,"Khagrachari","Khagrachari Sadar","School Student (Girl)",12,"Female","Chakma","Government Primary School","Yes","Yes","No","No",3,83,86.7,14,15,17.6,7.3,32,40,5,7.7,35.7,23.2,5,4,"Good","Moderate","No","No","No","Supports",0.9,"No barrier",33,9,3
"WGE-0340",2024-09-29,"Khagrachari","Khagrachari Sadar","Police/Law Enforcement",42,"Male","Tanchangya","Government Primary School","No","Yes","Yes","Partially",2,75.7,86,20,22,15.7,5.3,64,68,0.1,1,28.9,19,1,4,"Poor","Good","Yes","Yes","No","Does not support",0.8,"Yes - major barrier",35,11,4
"WGE-0341",2024-10-05,"Rangamati","Kaptai","School Student (Boy)",13,"Male","Chakma","NGO-run School","Yes","Yes","Yes","Yes",4,80.8,96.4,16,17,13.1,9.5,59,68,3.5,6.1,33.5,28.1,4,5,"Poor","Good","No","No","Yes","Supports",4.6,"Yes - major barrier",67,9,3
"WGE-0342",2024-09-10,"Khagrachari","Mahalchhari","School Student (Girl)",13,"Female","Chakma","NGO-run School","Yes","Yes","No","Yes",4,61.9,74.1,20,21,40.2,39,42,59,2.6,5.8,57.5,52.9,5,4,"Moderate","Excellent","Yes","Yes","Yes","Neutral",2,"No barrier",14,12,4
"WGE-0343",2024-10-28,"Rangamati","Longadu","Teacher",46,"Male","Pangkhua","Government Secondary School","No","Yes","Yes","No",1,48.2,55.8,10,13,8.2,3.5,46,51,3.2,3.7,45.3,43.7,3,5,"Good","Excellent","No","Yes","Partially","Strongly supports",3.5,"No barrier",35,6,4
"WGE-0344",2024-10-19,"Rangamati","Rajasthali","School Management Committee (SMC)",37,"Male","Bengali","Government Secondary School","Yes","Yes","Yes","No",3,67,78.4,8,12,17.2,10.1,52,63,3.8,6.4,44.3,35.9,2,5,"Poor","Good","Yes","No","Partially","Strongly supports",1.1,"No barrier",60,10,4
"WGE-0345",2024-10-29,"Bandarban","Ruma","School Student (Boy)",10,"Male","Marma","NGO-run School","Yes","No","No","No",2,89.9,100,12,13,27.3,22.2,24,29,6.3,7.9,40.2,29.7,2,5,"Moderate","Moderate","Yes","Yes","Yes","Strongly supports",4.6,"Yes - major barrier",39,9,3
"WGE-0346",2024-10-02,"Rangamati","Baghaichhari","School Student (Boy)",13,"Male","Tanchangya","Government Primary School","Yes","Yes","No","Yes",1,64.3,76.4,14,17,14.2,6,35,38,4.3,4.7,27.9,25.1,5,4,"Moderate","Excellent","Yes","Yes","No","Strongly supports",5.4,"Yes - major barrier",68,3,4
"WGE-0347",2024-10-30,"Rangamati","Baghaichhari","Household (Parent/Guardian)",43,"Male","Murung","Government Primary School","Yes","No","No","Partially",3,56.9,69.1,17,19,11.3,10.5,55,60,4,6.5,63.3,58.7,4,4,"Good","Good","Yes","Yes","No","Supports",4.4,"Yes - minor barrier",59,12,5
"WGE-0348",2024-09-06,"Rangamati","Rajasthali","School Student (Girl)",10,"Female","Marma","Government Primary School","No","Yes","Yes","Yes",1,72.2,83.5,15,17,24.2,17.2,65,67,1.6,2.2,42.8,34.8,2,3,"Moderate","Excellent","No","Yes","Yes","Does not support",2.9,"Yes - major barrier",68,10,2
"WGE-0349",2024-11-12,"Khagrachari","Ramgarh","Reproductive Health Community Worker (RHCW)",19,"Female","Chakma","Government Secondary School","Yes","Yes","No","Yes",2,80.6,90.5,19,20,20.3,15,54,62,2.4,2.9,50.8,39.8,2,3,"Poor","Excellent","Yes","Yes","No","Strongly supports",2.1,"Yes - major barrier",28,7,4
"WGE-0350",2024-09-29,"Rangamati","Kaptai","School Student (Girl)",13,"Female","Marma","Government Primary School","Yes","Yes","No","No",4,80,84.3,11,12,19.9,15.1,31,46,6.1,7.2,31.6,26.9,2,2,"Moderate","Good","Yes","Yes","Yes","Supports",3.4,"No barrier",45,7,3
"WGE-0351",2024-11-16,"Khagrachari","Panchhari","School Management Committee (SMC)",35,"Male","Bengali","Government Secondary School","No","Yes","No","No",3,77,90,15,19,8.5,2.2,21,37,3.5,5.8,34.3,24.5,2,4,"Moderate","Good","No","Yes","Yes","Strongly supports",4.3,"Yes - minor barrier",55,10,5
"WGE-0352",2024-11-08,"Bandarban","Lama","Household (Parent/Guardian)",38,"Male","Tripura","Government Primary School","Yes","Yes","Yes","No",3,73,77.6,15,16,19.7,16.7,37,43,6.8,8,20.9,11,1,5,"Poor","Excellent","Yes","No","Partially","Supports",3.1,"Yes - minor barrier",73,11,5
"WGE-0353",2024-10-02,"Rangamati","Baghaichhari","School Student (Boy)",17,"Male","Murung","Government Primary School","No","Yes","Yes","No",3,75.6,90.4,16,17,16.6,17.7,46,62,2.2,4.4,40.4,29.9,3,5,"Poor","Good","Yes","No","Partially","Does not support",4.8,"Yes - minor barrier",64,2,4
"WGE-0354",2024-09-05,"Rangamati","Naniarchar","Household (Parent/Guardian)",26,"Female","Chakma","Government Primary School","No","Yes","Yes","Yes",2,64.7,71.8,19,22,24.3,20.5,66,73,6,6.2,69.5,58.3,2,5,"Poor","Excellent","No","Yes","Yes","Neutral",6,"Yes - major barrier",34,10,5
"WGE-0355",2024-11-19,"Khagrachari","Khagrachari Sadar","Community Stakeholder",61,"Female","Chakma","Madrasa","Yes","Yes","No","Partially",3,82.5,95.1,17,22,14.9,12,17,20,3.5,5.3,42.9,35,2,5,"Moderate","Moderate","Yes","Yes","Partially","Neutral",2.8,"No barrier",34,10,4
"WGE-0356",2024-10-02,"Bandarban","Bandarban Sadar","Teacher",31,"Male","Marma","Community Learning Centre","Yes","Yes","No","Partially",3,62.9,70.4,16,19,16.3,11.5,57,67,3.1,5.4,34.5,21.6,4,5,"Poor","Good","Yes","Yes","Yes","Neutral",4.1,"Yes - minor barrier",63,5,4
"WGE-0357",2024-10-26,"Bandarban","Naikhongchhari","School Student (Girl)",12,"Female","Chakma","Government Secondary School","Yes","No","Yes","Partially",4,68.2,75.6,15,15,14.3,11.5,36,46,3.5,5.4,43.9,37.6,1,5,"Good","Moderate","Yes","No","Yes","Does not support",4.9,"Yes - minor barrier",40,6,4
"WGE-0358",2024-11-15,"Rangamati","Kaptai","Household (Parent/Guardian)",38,"Male","Chakma","Government Primary School","Yes","Yes","Yes","Yes",4,69.1,74.4,21,22,11.6,3,47,50,3.1,4.2,41,37,5,2,"Poor","Excellent","Yes","Yes","No","Supports",3.8,"Yes - major barrier",36,7,5
"WGE-0359",2024-10-16,"Khagrachari","Khagrachari Sadar","School Student (Girl)",15,"Female","Marma","NGO-run School","No","Yes","No","Partially",2,82.8,99.2,15,17,10.2,5.2,28,38,4.5,5.6,26.7,24.8,4,4,"Poor","Good","Yes","Yes","Yes","Supports",5.4,"No barrier",39,6,2
"WGE-0360",2024-10-01,"Bandarban","Ruma","Household (Parent/Guardian)",39,"Male","Khumi","Government Primary School","Yes","Yes","Yes","Yes",3,72.4,80.2,16,18,20.2,11.6,37,48,2.8,4.7,39.3,28.2,2,5,"Poor","Excellent","Yes","No","Partially","Neutral",5.6,"Yes - major barrier",33,8,3
"WGE-0361",2024-10-09,"Rangamati","Baghaichhari","Mother Club Member",44,"Female","Bengali","Community Learning Centre","Yes","No","No","Yes",4,66.1,71,14,17,20.5,13.1,15,27,1.4,3.1,60.6,55.2,3,5,"Moderate","Excellent","Yes","Yes","Yes","Neutral",3.4,"Yes - major barrier",84,5,5
"WGE-0362",2024-11-14,"Rangamati","Rajasthali","School Student (Boy)",18,"Male","Bengali","Government Primary School","Yes","Yes","No","Partially",2,80.2,91.1,21,22,17.4,14.4,24,35,6.8,8,49.9,49.1,1,5,"Moderate","Excellent","No","Yes","Yes","Supports",4.5,"Yes - minor barrier",53,12,5
"WGE-0363",2024-10-20,"Bandarban","Bandarban Sadar","Household (Parent/Guardian)",42,"Female","Chakma","Government Primary School","No","Yes","Yes","Partially",3,81.5,87.7,13,14,15,8.1,25,33,1.5,2.7,45.2,43,5,1,"Moderate","Good","Yes","No","Yes","Strongly supports",6.5,"Yes - major barrier",61,12,5
"WGE-0364",2024-11-11,"Rangamati","Rajasthali","Police/Law Enforcement",39,"Male","Tanchangya","NGO-run School","No","No","No","Partially",4,47.4,52.8,13,19,12,6.9,15,27,4,7.5,35.8,31.1,2,5,"Moderate","Excellent","Yes","Yes","Yes","Supports",3.5,"Yes - minor barrier",63,5,4
"WGE-0365",2024-10-25,"Khagrachari","Dighinala","Mother Club Member",39,"Female","Bengali","Government Secondary School","Yes","Yes","Yes","Yes",1,74.3,88.8,20,22,15.6,7.1,50,51,6.2,6.4,18.9,10.6,4,4,"Poor","Excellent","Yes","Yes","Yes","Supports",4.7,"No barrier",64,14,4
"WGE-0366",2024-11-14,"Rangamati","Rajasthali","Household (Parent/Guardian)",47,"Female","Marma","NGO-run School","Yes","No","No","Yes",4,72.6,80.8,18,19,35.2,30.3,37,56,2.6,7.1,38.2,28.4,1,3,"Excellent","Excellent","No","Yes","No","Does not support",1.5,"Yes - major barrier",32,9,5
"WGE-0367",2024-11-16,"Bandarban","Naikhongchhari","School Student (Girl)",13,"Female","Tripura","Government Primary School","Yes","Yes","Yes","Partially",2,66.2,77.4,11,13,13.8,4.7,55,63,5.7,7.3,28.8,24.1,3,5,"Poor","Excellent","Yes","Yes","Yes","Neutral",6.7,"No barrier",78,7,4
"WGE-0368",2024-10-02,"Bandarban","Bandarban Sadar","School Student (Girl)",17,"Female","Marma","NGO-run School","Yes","Yes","No","No",3,66.1,68.6,20,22,26.8,20.1,40,52,5,5.4,17.4,9.1,2,2,"Good","Good","No","Yes","Yes","Supports",0.2,"Yes - major barrier",57,6,5
"WGE-0369",2024-09-29,"Khagrachari","Khagrachari Sadar","School Management Committee (SMC)",24,"Female","Marma","Community Learning Centre","No","Yes","No","Partially",4,63.9,73.3,16,19,30.9,27.7,59,74,4.4,7.4,18.1,5.6,5,4,"Moderate","Good","No","Yes","Partially","Neutral",2.8,"Yes - major barrier",39,11,5
"WGE-0370",2024-10-06,"Bandarban","Lama","Household (Parent/Guardian)",44,"Male","Chakma","Government Primary School","No","Yes","Yes","No",1,67,79.7,16,22,19,12.5,32,37,4.5,5.4,29.7,24.5,3,3,"Moderate","Poor","No","Yes","Partially","Strongly supports",3.3,"Yes - major barrier",39,9,1
"WGE-0371",2024-09-22,"Bandarban","Bandarban Sadar","Household (Parent/Guardian)",29,"Male","Chakma","Government Secondary School","No","No","No","No",3,76.3,83.7,13,16,31.1,24.7,55,59,4.8,5.4,40.2,36.8,2,3,"Moderate","Excellent","No","No","Partially","Supports",4.2,"Yes - minor barrier",49,7,3
"WGE-0372",2024-11-17,"Khagrachari","Khagrachari Sadar","Police/Law Enforcement",42,"Female","Khumi","Government Primary School","No","Yes","No","Partially",3,86,94.5,11,13,24.2,20,22,25,3.5,5,26.6,14.8,3,4,"Excellent","Moderate","Yes","Yes","Partially","Supports",4.6,"No barrier",50,11,3
"WGE-0373",2024-09-17,"Bandarban","Ruma","Household (Parent/Guardian)",58,"Male","Chakma","NGO-run School","Yes","No","No","Yes",4,54.3,63,16,19,24.6,19.5,59,61,0.5,3.6,53.5,44.7,3,4,"Good","Excellent","Yes","Yes","Partially","Strongly supports",3,"No barrier",44,7,4
"WGE-0374",2024-09-30,"Khagrachari","Khagrachari Sadar","School Student (Girl)",13,"Female","Chakma","NGO-run School","No","Yes","Yes","Yes",3,92.2,100,9,12,21.8,17.1,53,60,4.1,5.6,59.4,49,3,4,"Moderate","Excellent","No","Yes","Partially","Strongly supports",2,"Yes - major barrier",35,9,5
"WGE-0375",2024-12-02,"Bandarban","Ruma","School Student (Boy)",17,"Male","Bengali","Madrasa","Yes","No","No","Yes",4,70.7,80.4,9,9,21.3,13.5,40,51,3.6,6.4,36.7,21.4,4,4,"Moderate","Moderate","No","Yes","Yes","Does not support",7.2,"Yes - major barrier",14,4,5
"WGE-0376",2024-10-02,"Rangamati","Kaptai","School Student (Girl)",10,"Female","Marma","Government Primary School","No","Yes","No","No",4,71.5,84,10,14,28.9,16.9,52,65,6.3,8.6,47.8,38.4,2,4,"Moderate","Good","Yes","No","Yes","Strongly supports",4.8,"No barrier",45,9,2
"WGE-0377",2024-11-02,"Khagrachari","Dighinala","School Student (Girl)",16,"Female","Chakma","NGO-run School","No","Yes","No","No",4,85.9,97.9,20,22,18.7,12.4,54,61,2.9,4.1,48.4,36.1,2,4,"Excellent","Excellent","Yes","Yes","No","Does not support",1.3,"Yes - major barrier",62,7,2
"WGE-0378",2024-12-04,"Rangamati","Longadu","School Student (Boy)",14,"Male","Bengali","Government Secondary School","Yes","No","No","Partially",2,63.5,68.9,15,16,14.8,9.4,37,44,3.5,4.9,29.7,18.4,3,4,"Poor","Good","Yes","No","Yes","Neutral",2.1,"No barrier",23,6,4
"WGE-0379",2024-10-27,"Rangamati","Baghaichhari","Household (Parent/Guardian)",42,"Male","Bengali","Madrasa","No","No","No","Partially",3,66.5,72.4,21,22,18.8,12.2,36,47,3.2,4.9,30.6,18.9,1,4,"Good","Good","Yes","Yes","Yes","Supports",3.2,"No barrier",66,3,2
"WGE-0380",2024-10-13,"Rangamati","Naniarchar","School Student (Boy)",18,"Male","Marma","Government Primary School","Yes","Yes","Yes","Yes",2,67.8,77.5,20,22,34.4,31,50,57,5.7,7.8,47.6,40.4,2,4,"Good","Moderate","Yes","Yes","Yes","Strongly supports",6.5,"Yes - major barrier",65,2,4
"WGE-0381",2024-09-15,"Bandarban","Rowangchhari","School Student (Boy)",16,"Male","Chakma","Government Primary School","Yes","Yes","No","Partially",2,71.8,78.7,22,22,16.6,10,59,69,2.1,3.5,29.4,18.9,3,2,"Moderate","Good","Yes","Yes","Yes","Strongly supports",2.1,"No barrier",25,5,5
"WGE-0382",2024-10-17,"Bandarban","Ruma","Teacher",59,"Male","Chak","NGO-run School","Yes","No","Yes","No",2,89.4,96.5,15,19,31.6,27.9,55,59,4.7,5.8,23.5,10.5,1,4,"Moderate","Excellent","Yes","Yes","Partially","Supports",2.2,"No barrier",44,8,4
"WGE-0383",2024-11-24,"Rangamati","Rajasthali","School Management Committee (SMC)",62,"Female","Chakma","Government Secondary School","Yes","No","No","No",4,85.8,100,16,17,6.8,5.4,37,53,4.1,6,43.1,38.5,1,3,"Moderate","Good","Yes","No","No","Does not support",1.3,"No barrier",48,7,3
"WGE-0384",2024-12-05,"Khagrachari","Dighinala","Teacher",53,"Female","Marma","NGO-run School","No","No","Yes","No",2,72.5,85.3,15,18,23.3,20.7,36,39,3.7,5.3,54.4,54,4,4,"Poor","Good","Yes","Yes","Yes","Does not support",2.7,"Yes - major barrier",26,3,3
"WGE-0385",2024-10-29,"Bandarban","Lama","School Student (Girl)",12,"Female","Marma","Government Primary School","Yes","Yes","No","Yes",3,67.6,79.7,15,16,22.8,15.2,32,43,4.3,6.6,46.9,34.4,2,4,"Excellent","Good","Yes","Yes","No","Supports",3.3,"Yes - major barrier",62,8,3
"WGE-0386",2024-11-30,"Khagrachari","Mahalchhari","Household (Parent/Guardian)",49,"Female","Chakma","Government Primary School","No","Yes","No","No",2,77.2,84.9,15,17,20.7,15,68,74,4.5,5.1,37.7,29.8,4,3,"Good","Good","No","No","Yes","Supports",3.2,"No barrier",24,4,1
"WGE-0387",2024-11-06,"Khagrachari","Ramgarh","School Management Committee (SMC)",52,"Female","Khumi","NGO-run School","No","Yes","No","No",4,74.2,85.3,12,16,0,0,44,65,3.2,5.8,35.7,27.8,2,4,"Good","Moderate","No","Yes","Yes","Supports",3.4,"Yes - minor barrier",50,11,5
"WGE-0388",2024-11-02,"Rangamati","Kaptai","Police/Law Enforcement",39,"Female","Tripura","Government Secondary School","Yes","Yes","Yes","No",4,62.6,72.9,17,19,10.4,7.9,35,53,2.1,4.6,32.3,23.2,4,4,"Excellent","Good","No","Yes","Partially","Supports",1.1,"Yes - minor barrier",54,4,4
"WGE-0389",2024-09-30,"Rangamati","Kaptai","Household (Parent/Guardian)",37,"Female","Bengali","NGO-run School","Yes","No","Yes","Yes",4,74.2,85.7,13,16,11.5,7.5,59,66,3,6.6,55.1,46,1,5,"Excellent","Excellent","Yes","Yes","Partially","Neutral",7,"Yes - major barrier",70,6,4
"WGE-0390",2024-09-24,"Khagrachari","Mahalchhari","School Student (Girl)",15,"Female","Bengali","Government Secondary School","No","Yes","No","Partially",3,68.8,77.6,10,11,20.8,11.6,57,52,4.4,6.2,43.7,34.2,3,5,"Good","Moderate","Yes","Yes","Yes","Neutral",2.4,"No barrier",89,15,4
"WGE-0391",2024-11-21,"Bandarban","Bandarban Sadar","Household (Parent/Guardian)",38,"Male","Tripura","Government Secondary School","No","No","No","No",3,87.8,100,16,18,14.1,12.6,45,54,4.7,6.7,49.3,41.6,4,5,"Moderate","Good","Yes","Yes","No","Supports",1.4,"No barrier",52,6,3
"WGE-0392",2024-11-19,"Bandarban","Rowangchhari","Teacher",36,"Female","Chakma","Government Secondary School","No","No","Yes","Yes",3,92.2,100,16,20,18.1,18.5,52,62,2.6,3,56.4,53.4,1,3,"Poor","Poor","Yes","No","Yes","Neutral",1,"No barrier",29,10,3
"WGE-0393",2024-10-22,"Rangamati","Rajasthali","Mother Club Member",27,"Female","Marma","NGO-run School","Yes","Yes","Yes","No",3,55.4,65.9,18,20,16.1,10.2,21,31,4.2,6.2,61.9,51.4,1,4,"Moderate","Moderate","Yes","Yes","Partially","Supports",1.2,"No barrier",72,11,5
"WGE-0394",2024-11-04,"Rangamati","Longadu","School Student (Girl)",17,"Female","Bawm","Madrasa","Yes","Yes","No","Partially",4,100,100,13,16,10.6,4.3,26,40,0,3.5,26.7,16.6,3,2,"Poor","Good","No","Yes","Partially","Does not support",5.9,"Yes - major barrier",38,8,5
"WGE-0395",2024-10-12,"Rangamati","Baghaichhari","School Student (Boy)",13,"Male","Chakma","NGO-run School","Yes","No","Yes","Partially",3,86.5,86.2,16,19,8.4,2,66,73,2,3.5,44.6,39.5,2,4,"Excellent","Poor","Yes","Yes","Yes","Strongly supports",5.3,"Yes - minor barrier",19,10,5
"WGE-0396",2024-10-23,"Khagrachari","Panchhari","School Student (Boy)",11,"Male","Marma","Community Learning Centre","No","Yes","Yes","Partially",2,76.5,88.4,14,16,18.2,11,30,35,4.5,5,47.6,38.4,1,2,"Good","Excellent","Yes","No","Partially","Supports",2.7,"Yes - minor barrier",10,7,4
"WGE-0397",2024-09-09,"Rangamati","Kaptai","Reproductive Health Community Worker (RHCW)",42,"Female","Marma","Government Primary School","Yes","No","No","Yes",3,52.2,72.4,14,17,16.3,10.6,34,42,1.6,3.8,24.4,17.7,3,5,"Good","Excellent","No","Yes","Partially","Supports",4.2,"Yes - minor barrier",67,8,3
"WGE-0398",2024-11-10,"Bandarban","Bandarban Sadar","School Student (Girl)",10,"Female","Marma","Government Primary School","Yes","Yes","No","Yes",3,74.8,86.5,19,20,13.9,4.5,53,59,6.3,9.3,44.8,38.2,1,4,"Moderate","Good","No","No","Yes","Strongly supports",5.3,"No barrier",39,12,3
"WGE-0399",2024-11-20,"Khagrachari","Khagrachari Sadar","Community Stakeholder",44,"Female","Chakma","Madrasa","Yes","No","No","Partially",1,60.2,72.6,13,17,29.5,27.7,57,58,5.1,5.4,44.2,34.6,5,2,"Moderate","Excellent","Yes","Yes","Partially","Does not support",3.8,"Yes - minor barrier",48,8,5
"WGE-0400",2024-11-22,"Rangamati","Rajasthali","School Student (Girl)",15,"Female","Tripura","Government Primary School","No","No","Yes","Partially",1,63.4,77.6,20,21,3.9,0,79,84,2.7,3.1,61.6,47.7,3,3,"Excellent","Excellent","Yes","Yes","Partially","Supports",2.3,"Yes - major barrier",43,13,4
"WGE-0401",2024-11-30,"Rangamati","Kaptai","Household (Parent/Guardian)",60,"Male","Chakma","Government Secondary School","Yes","Yes","No","No",2,85.1,88.1,16,17,11.7,2.9,60,58,2.8,3.8,42,28.1,1,5,"Excellent","Good","No","Yes","Partially","Neutral",1.5,"No barrier",64,10,3
"WGE-0402",2024-10-21,"Khagrachari","Dighinala","School Student (Girl)",18,"Female","Chakma","Government Secondary School","Yes","No","No","No",3,79.9,82.6,15,18,21.3,21.7,19,28,8,10,51,46.5,2,4,"Excellent","Moderate","Yes","No","Partially","Does not support",6.7,"No barrier",92,9,3
"WGE-0403",2024-09-15,"Khagrachari","Dighinala","School Student (Girl)",13,"Female","Khumi","NGO-run School","Yes","Yes","Yes","No",2,81.4,81.8,13,16,23,17.5,58,62,5.8,6.5,36.5,26.6,1,1,"Good","Good","Yes","Yes","Partially","Neutral",4.9,"No barrier",45,9,5
"WGE-0404",2024-09-29,"Rangamati","Rajasthali","Household (Parent/Guardian)",48,"Female","Chakma","Madrasa","No","No","Yes","No",4,86.2,95.7,16,18,22.7,18.9,49,54,4.9,7.9,59,56.5,1,4,"Excellent","Moderate","No","Yes","Partially","Supports",5,"No barrier",23,5,4
"WGE-0405",2024-12-05,"Khagrachari","Khagrachari Sadar","Household (Parent/Guardian)",27,"Male","Murung","NGO-run School","No","Yes","No","No",3,81.9,97.1,11,13,20.9,12.5,63,78,3,5.5,40,28.2,1,2,"Poor","Moderate","Yes","No","Yes","Neutral",5.3,"No barrier",39,8,3
"WGE-0406",2024-09-20,"Rangamati","Rajasthali","Reproductive Health Community Worker (RHCW)",29,"Female","Chakma","NGO-run School","Yes","No","No","Partially",3,90.3,100,20,21,24.1,24.8,52,66,2,3.7,31.7,23.8,1,3,"Good","Excellent","No","No","Partially","Neutral",3.8,"Yes - major barrier",32,3,4
"WGE-0407",2024-09-10,"Rangamati","Naniarchar","Household (Parent/Guardian)",55,"Male","Marma","Government Primary School","Yes","Yes","Yes","Yes",1,86.6,86.6,22,22,21.9,15.8,35,39,2.7,3.4,46.2,36.6,1,3,"Moderate","Good","Yes","No","Yes","Supports",1.5,"No barrier",57,2,3
"WGE-0408",2024-09-11,"Khagrachari","Khagrachari Sadar","Reproductive Health Community Worker (RHCW)",39,"Female","Tanchangya","Community Learning Centre","Yes","No","Yes","Yes",2,85.3,94.9,14,17,28.2,22.8,21,30,4.2,5.8,46.1,38.2,3,4,"Moderate","Excellent","Yes","Yes","Yes","Neutral",4.6,"Yes - minor barrier",57,10,3
"WGE-0409",2024-11-27,"Khagrachari","Dighinala","School Student (Boy)",16,"Male","Tripura","Government Primary School","Yes","Yes","Yes","Yes",3,74.8,83.2,16,17,22.2,12.7,57,66,3.8,5.3,59.5,49.3,2,4,"Moderate","Good","No","Yes","No","Strongly supports",3.2,"Yes - minor barrier",32,10,5
